Uniforme,1000000,CountingSort,2,2265300
Uniforme,1000000,CountingSort,2,2221400
Uniforme,1000000,CountingSort,2,2461200
Uniforme,1000000,CountingSort,2,2222500
Uniforme,1000000,CountingSort,2,2732500
Uniforme,1000000,CountingSort,2,2331000
Uniforme,1000000,CountingSort,2,2265300
Uniforme,1000000,CountingSort,2,2385200
Uniforme,1000000,CountingSort,2,3223900
Uniforme,1000000,CountingSort,2,2233400
Uniforme,1000000,CountingSort,2,2262300
Uniforme,1000000,CountingSort,2,2516100
Uniforme,1000000,CountingSort,2,2194300
Uniforme,1000000,CountingSort,2,2223300
Uniforme,1000000,CountingSort,2,2556400
Uniforme,1000000,CountingSort,2,2171800
Uniforme,1000000,CountingSort,2,2348700
Uniforme,1000000,CountingSort,2,2667400
Uniforme,1000000,CountingSort,2,2521500
Uniforme,1000000,CountingSort,2,2531300
Uniforme,1000000,CountingSort,2,2274400
Uniforme,1000000,CountingSort,2,2161500
Uniforme,1000000,CountingSort,2,2431500
Uniforme,1000000,CountingSort,2,2446200
Uniforme,1000000,CountingSort,2,2182000
Uniforme,1000000,CountingSort,2,2195400
Uniforme,1000000,CountingSort,2,2146400
Uniforme,1000000,CountingSort,2,2144800
Uniforme,1000000,CountingSort,2,2151300
Uniforme,1000000,CountingSort,2,2202100
Uniforme,1000000,CountingSort,2,2183800
Uniforme,1000000,CountingSort,2,2162700
Uniforme,1000000,CountingSort,2,2261200
Uniforme,1000000,CountingSort,2,2370400
Uniforme,1000000,CountingSort,2,2155300
Uniforme,1000000,CountingSort,2,2270600
Uniforme,1000000,CountingSort,2,2168500
Uniforme,1000000,CountingSort,2,2146800
Uniforme,1000000,CountingSort,2,2165600
Uniforme,1000000,CountingSort,2,2191300
Uniforme,1000000,CountingSort,2,17083800
Uniforme,1000000,CountingSort,2,2167300
Uniforme,1000000,CountingSort,2,2248200
Uniforme,1000000,CountingSort,2,2167400
Uniforme,1000000,CountingSort,2,2244300
Uniforme,1000000,CountingSort,2,2291500
Uniforme,1000000,CountingSort,2,2343700
Uniforme,1000000,CountingSort,2,2145800
Uniforme,1000000,CountingSort,2,2148700
Uniforme,1000000,CountingSort,2,2182100
Uniforme,1000000,CountingSort,2,2196800
Uniforme,1000000,CountingSort,2,2174400
Uniforme,1000000,CountingSort,2,2231600
Uniforme,1000000,CountingSort,2,2126100
Uniforme,1000000,CountingSort,2,2157100
Uniforme,1000000,CountingSort,2,2142800
Uniforme,1000000,CountingSort,2,2167700
Uniforme,1000000,CountingSort,2,2161400
Uniforme,1000000,CountingSort,2,2129800
Uniforme,1000000,CountingSort,2,2129900
Uniforme,1000000,CountingSort,2,2145200
Uniforme,1000000,CountingSort,2,2183300
Uniforme,1000000,CountingSort,2,2262500
Uniforme,1000000,CountingSort,2,2168600
Uniforme,1000000,CountingSort,2,2361800
Uniforme,1000000,CountingSort,2,2154900
Uniforme,1000000,CountingSort,2,2172600
Uniforme,1000000,CountingSort,2,2162700
Uniforme,1000000,CountingSort,2,2287000
Uniforme,1000000,CountingSort,2,2200700
