Uniforme,100000,RadixSort,0,4041800
Uniforme,100000,RadixSort,0,814200
Uniforme,100000,RadixSort,0,3047900
Uniforme,100000,RadixSort,0,628400
Uniforme,100000,RadixSort,0,566000
Uniforme,100000,RadixSort,0,561600
Uniforme,100000,RadixSort,0,562600
Uniforme,100000,RadixSort,0,562300
Uniforme,100000,RadixSort,0,562000
Uniforme,100000,RadixSort,0,560900
Uniforme,100000,RadixSort,0,560600
Uniforme,100000,RadixSort,0,562800
Uniforme,100000,RadixSort,0,562300
Uniforme,100000,RadixSort,0,562600
Uniforme,100000,RadixSort,0,561100
Uniforme,100000,RadixSort,0,561400
Uniforme,100000,RadixSort,0,562500
Uniforme,100000,RadixSort,0,562000
Uniforme,100000,RadixSort,0,561600
Uniforme,100000,RadixSort,0,561800
Uniforme,100000,RadixSort,0,562000
Uniforme,100000,RadixSort,0,561800
Uniforme,100000,RadixSort,0,561000
Uniforme,100000,RadixSort,0,561000
Uniforme,100000,RadixSort,0,563900
Uniforme,100000,RadixSort,0,562000
Uniforme,100000,RadixSort,0,561100
Uniforme,100000,RadixSort,0,561200
Uniforme,100000,RadixSort,0,562100
Uniforme,100000,RadixSort,0,562200
Uniforme,100000,RadixSort,0,560700
Uniforme,100000,RadixSort,0,563000
Uniforme,100000,RadixSort,0,561200
Uniforme,100000,RadixSort,0,561400
Uniforme,100000,RadixSort,0,562200
Uniforme,100000,RadixSort,0,562900
Uniforme,100000,RadixSort,0,562100
Uniforme,100000,RadixSort,0,564300
Uniforme,100000,RadixSort,0,563300
Uniforme,100000,RadixSort,0,562100
Uniforme,100000,RadixSort,0,562400
Uniforme,100000,RadixSort,0,560900
Uniforme,100000,RadixSort,0,561400
Uniforme,100000,RadixSort,0,562400
Uniforme,100000,RadixSort,0,560500
Uniforme,100000,RadixSort,0,562000
Uniforme,100000,RadixSort,0,585600
Uniforme,100000,RadixSort,0,563000
Uniforme,100000,RadixSort,0,562800
Uniforme,100000,RadixSort,0,561800
Uniforme,100000,RadixSort,0,560600
Uniforme,100000,RadixSort,0,562100
Uniforme,100000,RadixSort,0,623000
Uniforme,100000,RadixSort,0,562200
Uniforme,100000,RadixSort,0,562700
Uniforme,100000,RadixSort,0,562300
Uniforme,100000,RadixSort,0,564100
Uniforme,100000,RadixSort,0,564100
Uniforme,100000,RadixSort,0,562700
Uniforme,100000,RadixSort,0,571400
Uniforme,100000,RadixSort,0,564700
Uniforme,100000,RadixSort,0,564500
Uniforme,100000,RadixSort,0,564900
Uniforme,100000,RadixSort,0,564100
Uniforme,100000,RadixSort,0,564300
Uniforme,100000,RadixSort,0,561900
Uniforme,100000,RadixSort,0,562300
Uniforme,100000,RadixSort,0,562200
Uniforme,100000,RadixSort,0,562200
Uniforme,100000,RadixSort,0,562400
Uniforme,100000,RadixSort,0,563700
Uniforme,100000,RadixSort,0,563000
Uniforme,100000,RadixSort,0,563100
Uniforme,100000,RadixSort,0,561600
Uniforme,100000,RadixSort,0,562600
Uniforme,100000,RadixSort,0,562500
Uniforme,100000,RadixSort,0,561500
Uniforme,100000,RadixSort,0,563900
Uniforme,100000,RadixSort,0,563500
Uniforme,100000,RadixSort,0,562100
Uniforme,100000,RadixSort,0,562000
Uniforme,100000,RadixSort,0,562600
Uniforme,100000,RadixSort,0,563100
Uniforme,100000,RadixSort,0,561800
Uniforme,100000,RadixSort,0,562100
Uniforme,100000,RadixSort,0,561900
Uniforme,100000,RadixSort,0,560600
Uniforme,100000,RadixSort,0,562900
Uniforme,100000,RadixSort,0,561700
Uniforme,100000,RadixSort,0,560500
Uniforme,100000,RadixSort,0,562600
Uniforme,100000,RadixSort,0,561300
Uniforme,100000,RadixSort,0,559400
Uniforme,100000,RadixSort,0,560700
Uniforme,100000,RadixSort,0,561400
Uniforme,100000,RadixSort,0,562900
Uniforme,100000,RadixSort,0,561400
Uniforme,100000,RadixSort,0,561000
Uniforme,100000,RadixSort,0,561600
Uniforme,100000,RadixSort,0,560500
